what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.rename.element,1386419356007
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386419365024
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386419375056
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386419384400
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386419386241
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386419390360
started,bundle,org.eclipse.wst.sse.core,1.1.302.v200808260045,org.eclipse.wst.sse.core,1386419391779
started,bundle,org.eclipse.wst.xml.core,1.1.305.v200809120354,org.eclipse.wst.xml.core,1386419391810
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386419392044
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.delete,1386419392044
started,bundle,org.eclipse.wst.ws.service.policy,1.0.2.v200809101532,org.eclipse.wst.ws.service.policy,1386419397957
started,bundle,org.eclipse.wst.command.env,1.0.306.v200807231700,org.eclipse.wst.command.env,1386419398004
started,bundle,org.eclipse.wst.ws,1.1.2.v200809081517,org.eclipse.wst.ws,1386419398004
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386419398191
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386419412122
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.properties,1386419412153
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386419418112
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386419425773
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386419436178
started,bundle,org.eclipse.jst.jsp.ui,1.1.310.v200809120122,org.eclipse.jst.jsp.ui,1386419445834
started,bundle,org.eclipse.jst.jsp.core,1.2.110.v200809120122,org.eclipse.jst.jsp.core,1386419445943
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386419445975
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.rename.element,1386419445975
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386419449360
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386419463743
